,close,date,high,low,open,quoteVolume,volume,weightedAverage
22,14731.00000052,1514523600,14840.90915594,14720.35279405,14770.00000024,51.17847675,756744.69812234,14786.38572654
23,14900.0,1514525400,14962.6634728,14731.00000052,14731.00000052,112.10384123,1665642.0066239,14858.0279529
24,15000.8599998,1514527200,15100.0,14829.27138981,14899.99999992,103.25136541,1549102.5049289,15003.21568414
25,14870.0,1514529000,15026.7243209,14859.90000004,15000.85999976,47.58109691,710566.5029193,14933.7982742
26,14569.99999989,1514530800,14897.23671215,14433.74094721,14870.0,171.54635255,2506775.1246519,14612.81506362
27,14546.27985515,1514532600,14628.8524009,14425.0,14560.0,100.3470415,1456722.8147081,14516.84865774
28,14575.44766306,1514534400,14595.03787055,14331.71277508,14517.999999,93.00591741,1342846.4323475,14438.2902695
29,14500.0,1514536200,14698.34440429,14425.4247893,14575.44766302,123.16711058,1793855.7044659,14564.40518916
30,14275.00000008,1514538000,14540.03475092,14261.92019935,14500.0,154.772256,2230851.7028585,14413.77001611
31,14199.62700416,1514539800,14360.7062861,14172.46164467,14290.89778289,118.70762582,1695314.8660391,14281.43183159
32,14187.0,1514541600,14326.29341743,14101.88502077,14172.46164467,183.27227457,2613280.5043413,14259.00622706
33,13809.60240914,1514543400,14185.48488965,13800.0,14181.0,280.15723898,3911940.3945965,13963.37431379
34,14085.00000089,1514545200,14187.34388594,13770.00000005,13809.60240914,238.36085799,3336119.4148844,13996.08745754
35,14280.99999996,1514547000,14332.61843447,14041.76467169,14110.0,157.14403988,2231543.8591674,14200.6267681
36,14029.00000003,1514548800,14331.99999993,13888.14987129,14280.99999991,290.79954558,4098369.4472149,14093.45203425
37,14172.52602604,1514550600,14183.0,13994.23362995,14020.00000002,245.73219404,3465028.065666,14100.83069987
38,14040.53260701,1514552400,14165.36783294,14010.0,14140.99999997,135.1298808,1904288.2189861,14092.28075768
39,14210.0,1514554200,14218.0,13852.87411951,14051.06533062,152.74166838,2143181.3832676,14031.41268521
40,14376.99999982,1514556000,14436.485,14200.0,14207.15892801,122.80376785,1759121.4046645,14324.65335113
41,14378.34099012,1514557800,14440.0,14293.00000001,14359.28549471,149.672308,2148327.6653576,14353.54137358
42,14299.99999976,1514559600,14434.72205459,14170.01591148,14434.72205444,156.88420302,2239408.2501626,14274.27495601
43,14484.21101931,1514561400,14526.80029789,14258.00000036,14299.99999973,232.71591615,3356366.8511444,14422.59260419
44,14617.54144028,1514563200,14641.11229858,14260.0000002,14441.98275242,200.05761027,2898154.3826449,14486.59902881
45,14511.00929993,1514565000,14800.00000003,14469.13053625,14617.54144028,160.19799363,2350885.9643065,14674.8777
46,14650.0,1514566800,14665.0,14421.0,14511.0093,137.24601172,2000276.9316626,14574.39022522
47,14502.01010013,1514568600,14702.50901549,14431.108,14660.0,118.84226027,1731399.6943915,14568.88896641
48,14449.99999997,1514570400,14553.99999978,14378.08521427,14532.02989811,117.00357523,1692704.9993561,14467.12201767
49,14450.00000014,1514572200,14554.0,14400.0000012,14449.9999999,158.70409378,2296525.5327332,14470.48704311
50,14470.00000102,1514574000,14525.6293722,14368.84200924,14450.00000015,115.95636467,1674761.9616116,14443.03610567
51,14649.99999989,1514575800,14649.9999999,14470.00000126,14470.00000126,102.231037,1489945.5406003,14574.29743767
52,14450.00000007,1514577600,14656.0,14441.0,14611.99035903,114.81867917,1666787.7077706,14516.69466866
53,14314.99999949,1514579400,14484.43988717,14256.249,14450.00000012,167.31204448,2401604.1962699,14354.04249427
54,14213.99999999,1514581200,14449.99999999,14210.0,14289.00000001,180.41503909,2584678.3160278,14326.29080737
55,14179.99999988,1514583000,14256.249,13976.237,14210.0,274.62993329,3879345.7225288,14125.72065999
56,14288.86594954,1514584800,14329.19195995,14100.5414998,14179.99999984,188.6081545,2679699.7675714,14207.76198502
57,14352.69000001,1514586600,14365.0,14192.72151477,14319.99999922,130.76344729,1867937.5714354,14284.86025833
58,14480.0,1514588400,14560.0,14352.69000001,14352.69000001,147.51118053,2133008.6897475,14459.97979328
59,14305.53422499,1514590200,14492.08530505,14270.0,14479.99999999,109.19596022,1569588.8978753,14374.05646429
60,14104.94939069,1514592000,14365.38790685,14067.99999905,14305.53422499,171.33673126,2441779.7766774,14251.35030136
61,14275.21897463,1514593800,14314.65175358,13860.0,14104.94939069,416.44634595,5843579.8795485,14032.01141366
62,14102.00000004,1514595600,14335.73594484,14091.86596038,14250.0000003,167.83318297,2383839.5285082,14203.62461298
63,13566.99999968,1514597400,14279.81090559,13299.99999999,14102.00000007,629.16264836,8654989.0889439,13756.36190658
64,13259.02674775,1514599200,13636.57183417,13161.1529004,13566.0,808.22388578,10801537.345341,13364.53615809
65,13225.93159999,1514601000,13349.99999955,12950.0,13259.02674775,652.37125016,8558417.8559626,13118.93780399
66,13145.47422638,1514602800,13240.99999992,12977.3346001,13225.93159999,252.56294547,3305825.0049883,13089.11328554
67,13346.55602013,1514604600,13432.0,13097.38735728,13145.47422635,250.097455,3326510.1901831,13300.85582111
68,13306.62338038,1514606400,13444.06103212,13155.0,13343.41005586,167.68134158,2222298.883872,13253.10772762
69,12872.99999985,1514608200,13393.34640408,12864.6171032,13306.62338033,248.0614181,3258331.7738218,13135.18159647
70,13037.70022413,1514610000,13140.0,12800.0,12863.4850113,171.60687673,2228360.860861,12985.26552853
71,13239.99999978,1514611800,13299.0,12969.85322863,13065.58784033,174.04441479,2286925.7261238,13139.89724337
72,13322.39805913,1514613600,13401.23411154,13173.3606637,13201.34353375,145.7424782,1935941.0307628,13283.29979476
73,13232.11334326,1514615400,13405.64333588,13160.61770986,13322.39805913,225.51760939,2996767.1763464,13288.39545813
74,13395.00000007,1514617200,13425.57196336,13182.36236961,13232.11334333,176.83508646,2347455.2068985,13274.82715049
75,13430.18895654,1514619000,13548.95520108,13350.416146,13395.00000008,224.83697775,3030194.5868282,13477.29638225
76,13287.24931477,1514620800,13548.50160852,13222.88203238,13430.18895654,292.26969253,3909870.0650566,13377.61035436
77,13256.01100007,1514622600,13471.75108745,13180.93237329,13328.23823772,246.24387951,3282790.0713647,13331.45854385
78,13190.07999999,1514624400,13317.46675401,13005.54284178,13309.99999998,165.2147678,2175133.7621948,13165.49235373
79,13148.61153218,1514626200,13324.25071376,13105.17752042,13190.07999999,149.82558575,1979650.9497257,13213.03661064
80,12842.89305767,1514628000,13225.90291241,12830.64234721,13153.56497541,350.65675824,4563119.4682349,13013.06580012
81,12911.32692521,1514629800,13099.84257298,12800.0,12864.64912148,217.22647059,2819431.476574,12979.22609945
82,13118.00000204,1514631600,13236.37827405,12800.989,12920.8733577,127.66632019,1666040.0808439,13049.95772075
83,13154.86175661,1514633400,13199.99999999,13032.99999999,13118.00000207,85.35921804,1121476.468819,13138.31703909
84,12829.05888498,1514635200,13183.34433578,12750.0,13154.86175664,286.80356893,3689396.3512835,12863.84393697
85,12510.59512917,1514637000,12829.05888496,12326.00100001,12829.05888494,459.50934795,5748293.7782511,12509.63403442
86,12134.60110314,1514638800,12545.0,11855.0,12510.59512921,749.23015729,9080794.3687079,12120.1666542
87,12321.58013364,1514640600,12425.14591135,12001.0,12193.54982702,307.76545967,3772743.2298264,12258.50111273
88,12158.49021791,1514642400,12600.0,12156.07143669,12335.99999993,327.51571832,4062792.5507254,12404.87806681
89,12275.88607229,1514644200,12387.3154709,11922.0,12158.49021789,389.88321872,4708832.7799357,12077.54669563
90,12350.0,1514646000,12498.0,12209.79105529,12285.59749515,166.61063278,2054090.6672983,12328.68894994
91,12280.00000011,1514647800,12496.95141383,12088.43720932,12350.0,205.32955867,2518503.3697274,12265.66396986
92,12027.0639085,1514649600,12300.0,12005.0,12240.0,276.66870632,3356547.1976473,12132.00886465
93,11894.27083634,1514651400,12067.59641403,11701.00000003,12027.06390854,439.458758,5220116.211745,11878.51218508
94,12214.99999945,1514653200,12245.590889,11850.0,11894.27083633,403.04799719,4874512.397615,12094.12385522
95,12586.81511339,1514655000,12586.81511348,12153.38232096,12214.99999942,174.1518176,2148935.5502103,12339.43796754
96,12267.00000024,1514656800,12586.81511333,12246.00000039,12586.24176703,225.13587892,2799134.3055419,12433.08849291
97,12495.90999952,1514658600,12500.0,12197.95108073,12267.0,136.99088701,1691137.0441876,12344.88717533
98,12834.99999998,1514660400,12929.99999999,12475.10000007,12475.10000007,365.71828342,4674365.5786437,12781.3286635
99,12989.16764476,1514662200,13000.0,12687.99999992,12834.99999998,264.01164948,3383785.0349893,12816.80199208
100,12664.00000003,1514664000,13000.0,12664.00000003,12989.16764476,173.18952457,2222162.9180197,12830.8159719
101,12740.99999999,1514665800,12800.0,12530.00000004,12664.00000003,169.11342957,2140953.1570707,12659.86481685
102,12641.01271299,1514667600,12801.54027124,12534.30569676,12740.31150089,118.29404574,1497948.0943029,12662.92047864
103,12754.38870541,1514669400,12783.92362303,12620.13939607,12622.13939608,127.62220629,1622184.0372874,12710.82897283
104,12753.00000012,1514671200,12883.08411076,12670.83355095,12754.38870342,167.81342036,2145244.6680076,12783.51077884
105,12715.52837225,1514673000,12820.0000497,12625.00000007,12753.00000015,96.47745059,1229443.7507301,12743.32751551
106,12745.00000002,1514674800,12779.44610414,12505.65362824,12715.52837193,139.96988326,1774159.8603899,12675.29713584
107,12351.93000029,1514676600,12757.99999996,12340.00000001,12745.00000002,89.21033945,1116955.5267559,12520.4716588
108,12516.71610985,1514678400,12535.97462382,12205.0,12390.0,177.81844552,2196074.1840059,12350.09212674
109,12874.20000061,1514680200,12915.007,12463.34091934,12516.71610985,149.2279566,1888126.3443375,12652.63149986
110,12933.39010483,1514682000,12999.00009999,12740.0,12911.99999997,107.7168506,1387060.1272661,12876.90941147
111,12905.75920681,1514683800,13100.0,12820.32277284,12942.61853443,196.39571765,2548046.0421504,12974.040741
112,12920.28897701,1514685600,12935.0,12651.80739412,12889.75920688,162.83319422,2089388.7065791,12831.46668336
113,13122.0,1514687400,13122.0,12870.68099591,12920.288977,494.83976842,6473980.3426796,13082.98313078
114,13375.00000007,1514689200,13380.0,13000.0,13121.99999999,173.06110795,2281663.5444294,13184.14964203
115,12957.04618403,1514691000,13380.0,12917.98270093,13375.00000007,294.35392342,3865493.5186949,13132.12840441
116,12951.12202564,1514692800,13000.0,12846.3811257,12957.04609997,145.16481708,1875411.1180932,12919.18493624
117,12881.65694182,1514694600,12999.99999999,12758.64345619,12951.12202565,118.75198557,1531204.5738471,12894.13870848
118,13084.99999999,1514696400,13087.88388527,12822.85860738,12900.0,159.20246667,2071675.8565014,13012.83767666
119,12700.27999969,1514698200,13087.30212772,12647.5519999,13080.37643058,87.71609515,1128992.1970478,12870.98103395
120,12660.32941119,1514700000,12879.6386,12511.32941125,12700.27999965,137.97246785,1756285.1022643,12729.24322969
121,12581.69435857,1514701800,12699.99999991,12424.77260659,12660.32941119,174.91108774,2194154.0439529,12544.39654056
122,12701.99999891,1514703600,12784.02519303,12524.01743938,12581.69435857,87.89414173,1114350.4867184,12678.32491204
123,12831.20758689,1514705400,12831.20758689,12663.38893782,12663.38893782,84.83438647,1083689.0559506,12774.17213754
124,12754.9999999,1514707200,12923.11067805,12649.00877591,12831.20758689,78.17891341,1000139.9274744,12792.96275492
125,12539.75145639,1514709000,12953.19108141,12497.99999982,12754.99999986,123.87924904,1571994.0539247,12689.7286358
126,12553.75145679,1514710800,12629.99999991,12363.3448943,12539.75145639,158.92826374,1986327.7140598,12498.26599319
127,12540.81253235,1514712600,12669.04055583,12480.304634,12576.12599997,73.43616928,922670.21136499,12564.24756916
128,12597.9499995,1514714400,12649.99999999,12476.0,12540.08797119,75.53142469,948540.15632363,12558.21878399
129,12850.0,1514716200,12853.94711029,12566.58223672,12597.9499995,73.91344719,941312.21129858,12735.33094565
130,12999.26378493,1514718000,13005.65362821,12824.49600021,12849.99999998,117.55396006,1517700.062253,12910.66724998
131,12913.0,1514719800,13049.7521044,12889.47180417,12969.26378502,93.72858034,1212738.9185025,12938.83801614
132,13100.00000026,1514721600,13150.0,12870.31199966,12912.0,125.28293334,1627043.7083565,12986.95412838
133,13000.00000003,1514723400,13339.92687315,12986.00000004,13121.93,357.17945017,4699809.3886885,13158.11810128
134,13000.2149,1514725200,13120.03080087,12901.04685942,12996.18818431,99.90950962,1300464.6465847,13016.42507836
135,13058.59864537,1514727000,13173.84889234,12955.00000003,12980.74414025,77.32222894,1010791.4226196,13072.4558316
136,13250.00000001,1514728800,13295.0,13058.5986456,13058.5986456,108.80482086,1439001.2302293,13225.52823354
137,13360.0,1514730600,13438.99999997,13250.99999999,13250.99999999,163.79856233,2187243.8826614,13353.25445808
138,13269.99999995,1514732400,13610.456372,13154.4278047,13360.0,341.45691194,4568571.7201194,13379.64340555
139,13300.0,1514734200,13352.0,13206.93004118,13269.99999996,212.99018979,2830922.3800878,13291.32756245
140,13792.99999998,1514736000,13930.22796943,13300.0,13300.0,293.25044754,4027591.2513203,13734.30555726
141,13949.99999997,1514737800,14119.99999997,13782.00000006,13792.99999998,319.50904724,4468978.3814813,13987.01670605
142,13874.99999999,1514739600,13978.99999928,13654.1910145,13978.99999928,191.83359502,2650913.6310999,13818.81849643
143,13849.64399995,1514741400,13951.64288516,13780.0,13863.2552189,102.50880663,1420760.7299586,13859.88947356
144,13770.22048206,1514743200,13900.0,13770.22048193,13870.50579429,78.21749556,1083520.8773896,13852.66646077
145,13771.00000055,1514745000,13830.9902,13676.62858375,13789.0,119.22928517,1639556.9783331,13751.29420591
146,13821.58799999,1514746800,13939.93584616,13751.00000003,13779.99999999,124.43516016,1727889.4974757,13885.86228565
147,13850.9999998,1514748600,13871.94179188,13763.96204759,13792.08673276,51.15772901,706308.25317607,13806.481774
148,13989.99,1514750400,14085.47399998,13850.99999978,13850.99999978,105.20241521,1471160.6977627,13984.09622845
149,14070.0,1514752200,14145.0,13944.88888877,13989.99999906,179.83024164,2524733.6476248,14039.53875944
150,13913.0,1514754000,14080.0,13870.0,14080.0,81.4577983,1135731.5307509,13942.57584237
151,13914.99999977,1514755800,13964.80696489,13871.1958171,13913.0,73.36154754,1020224.4334561,13906.80087412
152,13847.00000111,1514757600,14034.4620217,13836.00000005,13914.99999976,42.77139464,595191.96911788,13915.65494011
153,13825.0,1514759400,13945.35487927,13764.49228042,13878.00000988,69.82476987,966696.17145823,13844.60232748
154,13849.99999999,1514761200,13877.20380695,13720.00000005,13802.58392742,103.92734657,1434174.0603986,13799.77559065
155,13769.34198361,1514763000,13970.55715147,13760.00000002,13849.99999999,152.57433771,2117491.4535982,13878.4246773
156,13600.0,1514764800,13799.99999984,13483.91342101,13799.99999984,149.74008656,2036138.9845366,13597.82160751
157,13563.42559841,1514766600,13700.0,13536.06325647,13600.0,148.59742836,2019439.8679023,13590.00549464
158,13600.0,1514768400,13700.0,13483.91342107,13564.0,121.5901285,1649584.2765076,13566.76151968
159,13266.72000005,1514770200,13619.89999953,13210.99999982,13600.0,121.47375205,1628182.2149929,13403.57227397
160,13307.94014966,1514772000,13444.0,13255.98882504,13301.00000004,79.64883248,1063080.5229984,13347.09486501
161,13304.87230192,1514773800,13377.5,13228.43982279,13300.0,53.40928887,711326.21786397,13318.3989698
162,13563.87273861,1514775600,13628.7995799,13218.01287368,13344.90702919,184.82257511,2482121.9813595,13429.75542831
163,13369.40498774,1514777400,13591.43815188,13309.17946355,13540.00000036,126.21329195,1698067.002661,13453.94749178
164,13448.40891972,1514779200,13464.40774962,13229.86326373,13350.00990055,161.21577962,2148587.6084102,13327.40264926
165,13520.12325184,1514781000,13574.0,13383.55531785,13435.6688104,108.58839646,1465033.6101311,13491.62210596
166,13540.0,1514782800,13590.00000034,13460.99999989,13531.00000016,94.84391417,1283275.2079738,13530.39063395
167,13537.04414313,1514784600,13591.43815183,13460.9999999,13539.99999996,51.24058151,692484.39528682,13514.37424947
168,13678.00972938,1514786400,13700.0,13412.79211077,13519.35180014,99.33244508,1344717.3564236,13537.54410596
169,13806.65726879,1514788200,13820.0,13618.70418701,13678.00972939,141.46845206,1941986.8637406,13727.34935218
170,13760.00000031,1514790000,13891.99999996,13678.00000004,13800.50000011,96.67992385,1333159.0308309,13789.40919419
171,13621.87701406,1514791800,13851.87219394,13607.00000001,13770.99999999,61.49848008,842292.86774535,13696.15747656
172,13680.43010144,1514793600,13760.00000008,13562.234027,13619.99999987,79.11491236,1078689.0492597,13634.45925783
173,13450.0,1514795400,13687.97408793,13390.92993593,13680.43010133,137.25167599,1847287.5163933,13459.12538458
174,13478.92815333,1514797200,13588.18675244,13444.38418817,13454.99999952,61.56787808,831795.11367877,13510.21246173
175,13570.97169782,1514799000,13600.92815337,13451.21708733,13464.0,69.67208988,941850.73836878,13518.33625187
176,13537.25827157,1514800800,13599.99999994,13440.0,13577.0,61.55457142,831909.88689945,13514.99763069
177,13577.73214062,1514802600,13589.17550427,13476.4333926,13515.84869294,71.12979115,961881.39798572,13522.90485371
178,13100.0,1514804400,13577.73214038,13100.0,13558.99999995,189.26086353,2503966.5447775,13230.2394593
179,13233.20361876,1514806200,13244.0,13036.92815333,13101.85818938,171.07166576,2249221.5704536,13147.8322869
180,13099.26972528,1514808000,13281.99999997,13043.22658396,13245.00239662,108.76213388,1428476.4448537,13133.95015244
181,13146.29122146,1514809800,13200.0,13100.0,13112.43769267,197.9387232,2604501.9888734,13158.12260869
182,13010.40346213,1514811600,13155.99999999,12893.56965857,13155.99999999,163.19705096,2123768.4898612,13013.52247095
183,12994.93297495,1514813400,13119.47792946,12927.34840751,13021.41526679,112.70158743,1466819.4027336,13015.07313412
184,12908.42418696,1514815200,13023.27601805,12800.0,12995.73855193,177.02283243,2277335.223604,12864.64120104
185,13157.87532278,1514817000,13200.2067148,12850.0,12915.56743197,154.00229838,2002566.5900108,13003.48508481
186,13290.00000007,1514818800,13300.0,13037.82087199,13157.87532278,184.82720151,2429692.0110611,13145.74906296
187,13217.0,1514820600,13300.0,13155.00000017,13300.0,77.07461573,1019091.6329975,13222.14354681
188,13006.00000003,1514822400,13216.99999984,12970.67639829,13216.99999984,139.65463009,1826189.6944595,13076.47081434
189,12963.88141685,1514824200,13153.5,12951.00000003,13033.0,115.62948156,1507937.5529448,13041.11661317
190,13130.0,1514826000,13156.0,12999.99999992,12999.99999995,86.90723909,1137119.0166462,13084.28421559
191,13010.0,1514827800,13163.99036501,13010.0,13130.00000016,73.79503742,967636.35885654,13112.48550968
192,13217.31597913,1514829600,13233.00529615,12998.46789276,13013.99999992,93.93750355,1230781.3058757,13102.12917485
193,13131.64205179,1514831400,13217.3159791,13053.36491164,13217.3159791,72.16076159,948980.43842143,13150.92049351
194,13219.85902167,1514833200,13239.73969824,12950.85575403,13108.00000022,196.37511866,2567197.9998577,13072.92908274
195,13220.90766079,1514835000,13274.06313447,13089.0,13219.8590214,142.55129551,1881797.1227076,13200.8419564
196,13365.00000016,1514836800,13482.0,13208.67000001,13259.07182761,155.16774633,2076490.8793683,13382.23263842
197,13369.99999995,1514838600,13500.0,13330.00000001,13374.00000012,191.87656846,2572620.5539183,13407.68481824
198,13599.99960781,1514840400,13619.50208562,13360.00000004,13389.2560935,163.67110036,2215857.4539313,13538.47715972
199,13501.13121021,1514842200,13630.00000003,13500.0,13599.99960782,191.51266792,2597518.4817988,13563.16796173
200,13518.00000005,1514844000,13629.99606984,13500.0,13502.13121,80.824263,1094537.0415652,13542.18400439
201,13500.0,1514845800,13600.0,13500.0,13560.55185339,128.03718154,1732360.6244203,13530.13713347
202,13464.76764881,1514847600,13518.50826584,13365.2785525,13500.0,124.15053272,1669775.2948965,13449.60233608
203,13351.7394064,1514849400,13491.63096701,13250.23912591,13464.76764881,139.76484023,1867931.647874,13364.81796709
204,13743.93054821,1514851200,13743.93054829,13365.71449731,13400.71449717,120.56785163,1632562.1641018,13540.60922568
205,13811.0,1514853000,13923.8701209,13734.58688101,13743.93054822,185.97709896,2572596.2250753,13832.86565637
206,13780.83809907,1514854800,13899.28188816,13700.28098989,13811.0,178.50857058,2467352.4399278,13822.03908703
207,13617.00000003,1514856600,13773.10999967,13600.0,13750.10625107,109.31830843,1496567.8161256,13690.00158911
208,13484.58635746,1514858400,13650.0,13437.66381342,13617.0,151.99416959,2060304.514016,13555.15490872
209,13570.93890573,1514860200,13602.26685828,13431.00000004,13466.5627283,96.59205807,1305221.2772037,13512.71836715
210,13351.57366643,1514862000,13570.9389057,13214.70198015,13570.40830162,140.07059372,1876047.7627093,13393.58756813
211,13335.44332961,1514863800,13450.97969995,13306.97969993,13351.57366643,79.02918224,1058080.978139,13388.48445787
212,13000.0,1514865600,13384.99999996,12918.92797428,13335.4433296,311.03492094,4118061.8200429,13239.86968279
213,13074.99999976,1514867400,13162.30825273,12875.0,13000.13,170.22173715,2209752.6734266,12981.61275066
214,13158.28763677,1514869200,13172.2999997,13051.94747091,13061.67287589,58.81769609,771895.06880582,13123.51758261
215,13079.16846938,1514871000,13170.19175679,13049.88052906,13159.28763676,74.24250758,972368.2647589,13097.19049711
216,13175.0,1514872800,13199.98999999,13007.73924439,13079.16846934,77.22274092,1011674.1186098,13100.72792751
217,13271.8852675,1514874600,13322.72846241,13170.00000014,13175.0,54.27689749,720259.4662657,13270.09279405
218,13245.0,1514876400,13299.34938396,13160.04194658,13290.10078736,60.13024474,796670.49187881,13249.08114582
219,13350.7,1514878200,13374.0,13216.7294225,13248.99130016,58.42132452,776775.36887943,13296.0930835
220,13394.46384557,1514880000,13450.0,13325.19877047,13350.7,95.85717487,1284073.9193158,13395.69960263
221,13405.71909232,1514881800,13437.51999996,13353.99058101,13377.1987704,122.90772167,1646171.5120164,13393.55648
222,13500.0,1514883600,13550.71909264,13356.000001,13405.71909,111.12525638,1498738.4044004,13486.92865351
223,13497.99999992,1514885400,13532.29104962,13429.17283895,13500.00000002,83.14528515,1121691.2626072,13490.73805668
224,13590.0,1514887200,13633.42114636,13471.1951197,13497.99999989,74.4791255,1010401.0297599,13566.23111478
225,13654.41000004,1514889000,13700.33815717,13574.77766099,13600.00000013,143.69575412,1958630.1754608,13630.39699715
226,13510.00000009,1514890800,13654.41000004,13477.0,13654.41000004,101.75077427,1377712.7358566,13540.07127455
227,13524.80958873,1514892600,13550.1272793,13400.5091172,13500.15901751,84.59823415,1140174.0977602,13477.51651338
228,13590.00000003,1514894400,13635.47896353,13497.80958888,13524.80958867,83.03423599,1128013.3931089,13584.91927648
229,13579.79748722,1514896200,13608.02894569,13489.32978823,13590.00000006,105.10707813,1424090.0886843,13548.94564686
230,13780.39527325,1514898000,13830.00000003,13507.71326684,13586.99999998,228.19157768,3124767.3595142,13693.61389795
231,13953.31939007,1514899800,13998.00000014,13753.43800004,13795.0,198.87576052,2762699.6107647,13891.58539754
232,13867.67901409,1514901600,13977.319379,13771.679014,13953.31939007,140.53910842,1949099.5375865,13868.73418722
233,13799.99999994,1514903400,13889.0,13730.67901416,13867.67901409,121.15936207,1673256.2703634,13810.37537484
234,13659.99999999,1514905200,13826.679014,13650.0,13799.99999994,96.65131554,1329098.8764777,13751.48252304
235,13735.5795016,1514907000,13780.70012699,13583.0,13660.0,124.89545438,1708815.6065155,13681.96797071
236,13831.03367883,1514908800,13899.24556068,13715.27411687,13735.5795016,123.4008717,1705882.1782285,13823.90703345
237,13685.57306255,1514910600,13873.15704415,13614.31888564,13833.60813262,83.51507273,1148647.4200947,13753.77381048
238,13785.18027619,1514912400,13800.0,13609.84896185,13647.59100045,178.24100315,2445480.1905082,13720.07645429
239,13890.99999977,1514914200,13893.7300001,13711.53000001,13774.96007503,153.97936858,2125788.2793173,13805.6695447
240,14426.56492652,1514916000,14500.0,13859.2542573,13893.73000007,391.28183589,5541384.1467716,14162.1297962
241,14671.7999996,1514917800,15000.51392825,14408.57687115,14426.56492652,736.27123598,10841012.399604,14724.21014135
242,15189.58990879,1514919600,15325.0,14574.37357677,14631.5000001,473.20287223,7112566.6502988,15030.69205134
243,14831.65720003,1514921400,15189.58990876,14750.83378812,15100.0,371.96322796,5559362.6386018,14946.00062778
244,15183.0,1514923200,15249.39470132,14820.0000004,14820.00000045,238.07379738,3595053.0008305,15100.58242609
245,14850.00000096,1514925000,15195.12378057,14814.25616328,15195.12378057,215.55423109,3237254.2542663,15018.28211813
246,14720.27338127,1514926800,15016.00004997,14720.27338127,14850.00000093,135.80797088,2024181.1054049,14904.72976135
247,14772.29481431,1514928600,14879.51034499,14720.27338127,14720.27338127,152.761464,2255937.567648,14767.713719
248,14950.1,1514930400,15050.70607237,14772.29481431,14772.29481431,126.88213195,1897799.5745644,14957.18542396
249,14843.16539392,1514932200,14986.08843086,14791.28022437,14950.1,75.62671444,1122186.6586851,14838.49545752
250,14709.99999998,1514934000,14839.99999996,14000.67705648,14839.99999996,336.01044944,4885410.207192,14539.45916067
251,14738.00000001,1514935800,14900.0,14599.28795497,14701.86196659,118.16622043,1742504.0953655,14746.21164174
252,14876.0719999,1514937600,14987.10000001,14702.37000016,14731.20000023,144.05702424,2137478.3996416,14837.72423398
253,14799.38832409,1514939400,14904.0,14710.41532509,14876.0719999,95.73809415,1418494.6760009,14816.40812463
254,14781.5502499,1514941200,14875.33645432,14700.0,14764.47696948,99.18486962,1466711.5514195,14787.65417587
255,14789.74700007,1514943000,14892.68623509,14674.10136356,14781.5502499,145.28526155,2148663.3696206,14789.27281884
256,14845.99999994,1514944800,14850.4349048,14617.85128976,14846.28957256,177.40313172,2618556.9419063,14760.48881729
